state,age_group,disability_type,support_class,participant_count,average_support_budget,utilisation_rate,active_provider_count,participant_to_provider_ratio,utilisation_gap,payment_per_participant,access_risk,recommended_support
TAS,35 to 44,Other / Unknown,Support Coordination,1168,82005.0,59.426880698903695,120,9.733333333333333,40.573119301096305,34076.0,Medium Risk,High-Intensity Support Review
WA,65+,Physical Disability,Therapeutic Support,236,60809.0,61.09812069653805,12,19.666666666666668,38.90187930346195,31487.0,Medium Risk,Assistive Technology / Transport Support
WA,9 to 14,Developmental Delay,Capacity Building,913,49457.0,92.35399919742915,62,14.725806451612904,7.646000802570853,29781.0,Low Risk,Capacity Building - Improved Daily Living
QLD,55 to 64,Acquired Brain Injury,Support Coordination,273,59170.0,25.03976904812611,15,18.2,74.96023095187388,28757.0,Medium Risk,Therapy and Daily Living Support Review
NSW,65+,Other / Unknown,Capacity Building,1149,83214.0,64.89880325158231,7,164.14285714285714,35.10119674841769,13485.0,High Risk,Provider Availability Review
QLD,25 to 34,Psychosocial Disability,Support Coordination,672,40856.0,47.83668535148398,82,8.195121951219512,52.16331464851602,40285.0,Medium Risk,Psychosocial Recovery and Community Participation
VIC,55 to 64,Developmental Delay,Community Participation,287,80946.0,88.40542970399821,32,8.96875,11.594570296001791,32511.0,Low Risk,Capacity Building - Improved Daily Living
QLD,15 to 24,Hearing Impairment,Capacity Building,607,64964.0,40.676196591577074,129,4.705426356589148,59.323803408422926,20779.0,Medium Risk,Assistive Technology and Communication Support
NSW,35 to 44,Physical Disability,Assistive Technology,1040,12643.0,94.54657662020901,76,13.68421052631579,5.453423379790991,59465.0,Low Risk,Assistive Technology / Transport Support
SA,35 to 44,Hearing Impairment,Support Coordination,1168,35537.0,90.30534209174536,112,10.428571428571429,9.69465790825464,16212.0,Low Risk,Assistive Technology and Communication Support
SA,65+,Other / Unknown,Community Participation,398,29634.0,55.78663297363267,41,9.707317073170731,44.21336702636733,59209.0,Medium Risk,Plan Utilisation Support
TAS,35 to 44,Autism,Assistive Technology,951,14755.0,43.839135050596404,104,9.14423076923077,56.160864949403596,22646.0,Medium Risk,Capacity Building - Improved Daily Living
TAS,45 to 54,Neurological Disability,Therapeutic Support,320,42116.0,69.56691959414142,67,4.776119402985074,30.433080405858576,27457.0,Medium Risk,Therapy and Daily Living Support Review
WA,55 to 64,Other / Unknown,Therapeutic Support,707,43396.0,33.90581733242796,44,16.068181818181817,66.09418266757204,15379.0,Medium Risk,Plan Utilisation Support
VIC,0 to 8,Other / Unknown,Capacity Building,137,83881.0,78.15387700156711,31,4.419354838709677,21.84612299843289,35468.0,Medium Risk,Capacity Building Support Review
TAS,0 to 8,Autism,Core Support,223,77100.0,70.91110026879883,25,8.92,29.088899731201167,20126.0,Medium Risk,Capacity Building - Improved Daily Living
NSW,9 to 14,Acquired Brain Injury,Assistive Technology,1480,13623.0,26.520641899286275,76,19.473684210526315,73.47935810071372,51683.0,Medium Risk,Therapy and Daily Living Support Review
SA,55 to 64,Hearing Impairment,Community Participation,404,39933.0,55.999606486233176,59,6.8474576271186445,44.000393513766824,8948.0,Medium Risk,Assistive Technology and Communication Support
QLD,35 to 44,Hearing Impairment,Core Support,245,55361.0,37.50229229879824,4,61.25,62.49770770120176,54714.0,High Risk,Support Coordination / Plan Management Review
VIC,35 to 44,Other / Unknown,Community Participation,1440,22290.0,71.19903709659799,28,51.42857142857143,28.80096290340201,44864.0,Medium Risk,Plan Utilisation Support
ACT,15 to 24,Visual Impairment,Capacity Building,1400,79229.0,46.019033849976864,65,21.53846153846154,53.980966150023136,31247.0,High Risk,Assistive Technology and Communication Support
QLD,0 to 8,Physical Disability,Therapeutic Support,1187,47188.0,49.65487454955869,8,148.375,50.34512545044131,44127.0,High Risk,Support Coordination / Plan Management Review
WA,55 to 64,Psychosocial Disability,Support Coordination,892,58105.0,67.72828764220151,84,10.619047619047619,32.27171235779849,47715.0,Medium Risk,Psychosocial Recovery and Community Participation
TAS,9 to 14,Intellectual Disability,Core Support,121,57321.0,58.25157108030525,16,7.5625,41.74842891969475,38187.0,Medium Risk,Capacity Building - Social and Community Participation
NSW,9 to 14,Intellectual Disability,Support Coordination,1390,23852.0,56.84260812128472,31,44.83870967741935,43.15739187871528,27766.0,Medium Risk,Capacity Building - Social and Community Participation
WA,0 to 8,Physical Disability,Community Participation,929,56426.0,39.09438233369006,120,7.741666666666666,60.90561766630994,56126.0,Medium Risk,Assistive Technology / Transport Support
TAS,65+,Intellectual Disability,Community Participation,853,75732.0,25.843630411114763,123,6.934959349593496,74.15636958888524,46966.0,Medium Risk,Capacity Building - Social and Community Participation
NSW,55 to 64,Autism,Assistive Technology,410,69622.0,63.522645398834754,126,3.253968253968254,36.477354601165246,9298.0,Medium Risk,Capacity Building - Improved Daily Living
WA,9 to 14,Hearing Impairment,Support Coordination,1504,58585.0,54.20775269010804,81,18.567901234567902,45.79224730989196,36451.0,Medium Risk,Assistive Technology and Communication Support
WA,25 to 34,Visual Impairment,Assistive Technology,1148,25389.0,76.08465369306543,12,95.66666666666667,23.915346306934566,51693.0,High Risk,Provider Availability Review
NSW,15 to 24,Other / Unknown,Capacity Building,894,21521.0,92.86210086079113,42,21.285714285714285,7.137899139208869,45321.0,Low Risk,Capacity Building Support Review
WA,45 to 54,Autism,Capacity Building,634,55297.0,57.474560027703504,30,21.133333333333333,42.525439972296496,56841.0,Medium Risk,Capacity Building - Improved Daily Living
ACT,9 to 14,Acquired Brain Injury,Assistive Technology,1517,26585.0,51.47403661067767,112,13.544642857142858,48.52596338932233,51844.0,Medium Risk,Therapy and Daily Living Support Review
TAS,65+,Acquired Brain Injury,Core Support,790,18937.0,43.05258064034559,120,6.583333333333333,56.94741935965441,43110.0,Medium Risk,Therapy and Daily Living Support Review
QLD,0 to 8,Developmental Delay,Therapeutic Support,748,74608.0,72.19366347113714,14,53.42857142857143,27.806336528862857,23685.0,High Risk,Capacity Building - Improved Daily Living
NSW,55 to 64,Visual Impairment,Assistive Technology,1219,49337.0,44.958568029063215,98,12.438775510204081,55.041431970936785,23427.0,Medium Risk,Assistive Technology and Communication Support
QLD,45 to 54,Intellectual Disability,Core Support,542,70470.0,56.24726445005966,110,4.927272727272728,43.75273554994034,57413.0,Medium Risk,Capacity Building - Social and Community Participation
QLD,9 to 14,Intellectual Disability,Support Coordination,597,32645.0,59.24856335815584,115,5.191304347826087,40.75143664184416,12790.0,Medium Risk,Capacity Building - Social and Community Participation
VIC,25 to 34,Hearing Impairment,Therapeutic Support,255,45194.0,45.061563543966926,9,28.333333333333332,54.938436456033074,12688.0,High Risk,Assistive Technology and Communication Support
TAS,35 to 44,Physical Disability,Therapeutic Support,889,43077.0,44.574543037177115,69,12.884057971014492,55.425456962822885,6762.0,Medium Risk,Assistive Technology / Transport Support
SA,9 to 14,Physical Disability,Therapeutic Support,559,42172.0,32.60668795629879,85,6.576470588235294,67.3933120437012,5757.0,Medium Risk,Assistive Technology / Transport Support
ACT,35 to 44,Psychosocial Disability,Assistive Technology,551,12428.0,81.72117886914265,53,10.39622641509434,18.278821130857352,25781.0,Low Risk,Psychosocial Recovery and Community Participation
ACT,25 to 34,Visual Impairment,Core Support,274,67224.0,61.05933637923323,5,54.8,38.94066362076677,23965.0,High Risk,Provider Availability Review
NT,35 to 44,Psychosocial Disability,Support Coordination,200,35697.0,90.96829755659658,102,1.9607843137254901,9.031702443403418,6224.0,Low Risk,Psychosocial Recovery and Community Participation
QLD,65+,Other / Unknown,Community Participation,1451,48622.0,80.12889094042518,39,37.205128205128204,19.87110905957482,39779.0,Low Risk,General Core Support Monitoring
WA,9 to 14,Visual Impairment,Therapeutic Support,1192,82068.0,56.145643271890435,8,149.0,43.854356728109565,35084.0,High Risk,Support Coordination / Plan Management Review
NSW,55 to 64,Acquired Brain Injury,Capacity Building,192,17682.0,26.136131943973,128,1.5,73.863868056027,29887.0,Medium Risk,Therapy and Daily Living Support Review
NSW,9 to 14,Psychosocial Disability,Core Support,54,33249.0,93.4632022051586,63,0.8571428571428571,6.536797794841405,31118.0,Low Risk,Psychosocial Recovery and Community Participation
NSW,0 to 8,Acquired Brain Injury,Therapeutic Support,1175,69578.0,43.6066589292546,123,9.552845528455284,56.3933410707454,32723.0,Medium Risk,Therapy and Daily Living Support Review
NT,15 to 24,Neurological Disability,Assistive Technology,62,84050.0,60.16890955416569,121,0.512396694214876,39.83109044583431,58412.0,Medium Risk,Therapy and Daily Living Support Review
SA,55 to 64,Neurological Disability,Therapeutic Support,1175,21409.0,56.377664818762064,112,10.491071428571429,43.622335181237936,20371.0,Medium Risk,Therapy and Daily Living Support Review
TAS,15 to 24,Intellectual Disability,Core Support,560,28553.0,93.3568946490602,70,8.0,6.6431053509398055,15256.0,Low Risk,Capacity Building - Social and Community Participation
SA,9 to 14,Acquired Brain Injury,Support Coordination,674,64148.0,39.01284014094017,52,12.961538461538462,60.98715985905983,42401.0,Medium Risk,Therapy and Daily Living Support Review
QLD,45 to 54,Developmental Delay,Therapeutic Support,627,41237.0,49.865248388483984,36,17.416666666666668,50.134751611516016,24187.0,Medium Risk,Capacity Building - Improved Daily Living
QLD,9 to 14,Autism,Community Participation,1062,16066.0,84.6835903327615,48,22.125,15.316409667238503,36457.0,Low Risk,Capacity Building - Improved Daily Living
WA,0 to 8,Other / Unknown,Capacity Building,715,53212.0,27.72855642761243,46,15.543478260869565,72.27144357238757,32203.0,Medium Risk,Capacity Building Support Review
NT,65+,Psychosocial Disability,Assistive Technology,1101,33656.0,34.1526269363423,97,11.350515463917526,65.8473730636577,49381.0,Medium Risk,Psychosocial Recovery and Community Participation
SA,15 to 24,Acquired Brain Injury,Core Support,284,62014.0,74.95106269351922,93,3.053763440860215,25.04893730648078,59604.0,Medium Risk,Therapy and Daily Living Support Review
SA,35 to 44,Physical Disability,Core Support,223,69080.0,62.32748668821957,68,3.2794117647058822,37.67251331178043,14785.0,Medium Risk,Assistive Technology / Transport Support
NT,0 to 8,Visual Impairment,Capacity Building,163,30893.0,43.52019944748832,120,1.3583333333333334,56.47980055251168,7175.0,Medium Risk,Assistive Technology and Communication Support
QLD,9 to 14,Other / Unknown,Therapeutic Support,570,37717.0,27.296699964841007,37,15.405405405405405,72.70330003515899,20364.0,Medium Risk,Plan Utilisation Support
QLD,0 to 8,Hearing Impairment,Core Support,698,36943.0,48.73054184220153,51,13.686274509803921,51.26945815779847,23035.0,Medium Risk,Assistive Technology and Communication Support
QLD,65+,Autism,Assistive Technology,400,55763.0,77.96545991916307,28,14.285714285714286,22.034540080836933,59494.0,Low Risk,Capacity Building - Improved Daily Living
NSW,55 to 64,Visual Impairment,Community Participation,1288,14433.0,47.02070983250898,70,18.4,52.97929016749102,47566.0,Medium Risk,Assistive Technology and Communication Support
TAS,55 to 64,Visual Impairment,Capacity Building,792,20893.0,55.4044473757707,116,6.827586206896552,44.5955526242293,47178.0,Medium Risk,Assistive Technology and Communication Support
SA,55 to 64,Autism,Core Support,155,79675.0,31.603905184775883,121,1.28099173553719,68.39609481522412,59684.0,Medium Risk,Capacity Building - Improved Daily Living
TAS,55 to 64,Neurological Disability,Assistive Technology,478,60820.0,27.39255876497821,86,5.558139534883721,72.60744123502178,47360.0,Medium Risk,Therapy and Daily Living Support Review
NT,25 to 34,Neurological Disability,Core Support,855,66893.0,31.85182961504018,111,7.702702702702703,68.14817038495983,20175.0,Medium Risk,Therapy and Daily Living Support Review
ACT,25 to 34,Autism,Community Participation,1071,82897.0,43.564941927879616,59,18.152542372881356,56.435058072120384,26600.0,Medium Risk,Capacity Building - Improved Daily Living
ACT,15 to 24,Visual Impairment,Assistive Technology,336,78923.0,87.56201901013904,37,9.08108108108108,12.43798098986096,28428.0,Low Risk,Assistive Technology and Communication Support
NSW,9 to 14,Visual Impairment,Therapeutic Support,130,39336.0,43.01606191386023,56,2.3214285714285716,56.98393808613977,32647.0,Medium Risk,Assistive Technology and Communication Support
NT,15 to 24,Hearing Impairment,Community Participation,992,47281.0,53.9385771072901,74,13.405405405405405,46.0614228927099,50315.0,Medium Risk,Assistive Technology and Communication Support
VIC,9 to 14,Other / Unknown,Assistive Technology,61,54213.0,92.73151181982306,102,0.5980392156862745,7.268488180176945,51097.0,Low Risk,General Core Support Monitoring
QLD,15 to 24,Intellectual Disability,Community Participation,915,34143.0,82.27591468390801,24,38.125,17.724085316091987,37128.0,Low Risk,Capacity Building - Social and Community Participation
QLD,0 to 8,Physical Disability,Assistive Technology,1507,39979.0,64.47036824299198,17,88.6470588235294,35.52963175700802,44657.0,High Risk,Provider Availability Review
QLD,15 to 24,Autism,Assistive Technology,329,49145.0,29.726912009263735,106,3.1037735849056602,70.27308799073626,33173.0,Medium Risk,Capacity Building - Improved Daily Living
QLD,9 to 14,Psychosocial Disability,Capacity Building,637,31070.0,90.59360014693549,18,35.388888888888886,9.406399853064514,54210.0,Low Risk,Psychosocial Recovery and Community Participation
SA,9 to 14,Visual Impairment,Core Support,236,47842.0,75.26436356439754,77,3.064935064935065,24.73563643560246,29346.0,Low Risk,Assistive Technology and Communication Support
QLD,25 to 34,Visual Impairment,Community Participation,1168,34956.0,56.874648501044106,129,9.054263565891473,43.125351498955894,52989.0,Medium Risk,Assistive Technology and Communication Support
TAS,65+,Physical Disability,Capacity Building,1477,54666.0,32.98134339341857,14,105.5,67.01865660658143,56129.0,High Risk,Support Coordination / Plan Management Review
QLD,9 to 14,Acquired Brain Injury,Community Participation,555,65832.0,56.67151643843306,48,11.5625,43.32848356156694,27888.0,Medium Risk,Therapy and Daily Living Support Review
WA,0 to 8,Intellectual Disability,Assistive Technology,1381,56706.0,74.36906866343561,35,39.457142857142856,25.630931336564387,8693.0,Medium Risk,Capacity Building - Social and Community Participation
ACT,65+,Neurological Disability,Support Coordination,208,44538.0,70.88215749040009,46,4.521739130434782,29.11784250959991,10171.0,Low Risk,Therapy and Daily Living Support Review
NT,15 to 24,Neurological Disability,Assistive Technology,673,74089.0,34.55293878311576,114,5.9035087719298245,65.44706121688424,22608.0,Medium Risk,Therapy and Daily Living Support Review
WA,15 to 24,Hearing Impairment,Therapeutic Support,774,46227.0,29.24415195325836,40,19.35,70.75584804674165,25288.0,Medium Risk,Assistive Technology and Communication Support
QLD,25 to 34,Psychosocial Disability,Therapeutic Support,341,34429.0,43.33274621953149,28,12.178571428571429,56.66725378046851,39482.0,Medium Risk,Psychosocial Recovery and Community Participation
QLD,35 to 44,Psychosocial Disability,Community Participation,1123,13228.0,79.0302378590748,70,16.042857142857144,20.969762140925198,25837.0,Low Risk,Psychosocial Recovery and Community Participation
QLD,0 to 8,Visual Impairment,Therapeutic Support,514,78565.0,88.68583035622811,69,7.449275362318841,11.31416964377189,48651.0,Low Risk,Assistive Technology and Communication Support
NSW,0 to 8,Developmental Delay,Assistive Technology,1585,70434.0,94.06983387137399,91,17.417582417582416,5.930166128626013,30210.0,Low Risk,Capacity Building - Improved Daily Living
NSW,45 to 54,Neurological Disability,Community Participation,96,14176.0,77.60636921955754,19,5.052631578947368,22.393630780442464,32922.0,Low Risk,Therapy and Daily Living Support Review
WA,55 to 64,Acquired Brain Injury,Community Participation,977,44578.0,67.8707530477227,82,11.914634146341463,32.1292469522773,46501.0,Medium Risk,Therapy and Daily Living Support Review
VIC,55 to 64,Visual Impairment,Assistive Technology,119,63755.0,63.93332077584525,7,17.0,36.06667922415475,16894.0,Medium Risk,Assistive Technology and Communication Support
TAS,45 to 54,Physical Disability,Capacity Building,806,77480.0,38.16729596849459,56,14.392857142857142,61.83270403150541,23646.0,Medium Risk,Assistive Technology / Transport Support
NSW,9 to 14,Psychosocial Disability,Capacity Building,1122,63927.0,87.16201307592857,14,80.14285714285714,12.83798692407143,47031.0,High Risk,Provider Availability Review
VIC,15 to 24,Hearing Impairment,Capacity Building,350,54832.0,74.57291407313821,126,2.7777777777777777,25.427085926861793,38578.0,Low Risk,Assistive Technology and Communication Support
NT,0 to 8,Other / Unknown,Support Coordination,1125,57023.0,75.9937306831352,8,140.625,24.006269316864802,7374.0,High Risk,Provider Availability Review
VIC,25 to 34,Neurological Disability,Therapeutic Support,1581,27396.0,77.95521334091174,123,12.853658536585366,22.04478665908826,30940.0,Low Risk,Therapy and Daily Living Support Review
QLD,35 to 44,Hearing Impairment,Community Participation,193,52893.0,61.519994993008815,44,4.386363636363637,38.480005006991185,28713.0,Medium Risk,Assistive Technology and Communication Support
NSW,9 to 14,Visual Impairment,Therapeutic Support,1007,40628.0,30.512030291804198,129,7.8062015503875966,69.4879697081958,26157.0,Medium Risk,Assistive Technology and Communication Support
ACT,25 to 34,Hearing Impairment,Community Participation,279,19387.0,37.21759921387518,39,7.153846153846154,62.78240078612482,47024.0,Medium Risk,Assistive Technology and Communication Support
TAS,0 to 8,Psychosocial Disability,Capacity Building,1356,13939.0,29.688460919239294,7,193.71428571428572,70.31153908076071,27180.0,High Risk,Support Coordination / Plan Management Review
VIC,35 to 44,Developmental Delay,Therapeutic Support,665,20928.0,39.62717252392299,128,5.1953125,60.37282747607701,15896.0,Medium Risk,Capacity Building - Improved Daily Living
QLD,9 to 14,Visual Impairment,Therapeutic Support,1339,34818.0,51.37146947459827,76,17.61842105263158,48.62853052540173,50471.0,Medium Risk,Assistive Technology and Communication Support
WA,35 to 44,Hearing Impairment,Core Support,198,72769.0,85.77655081980298,90,2.2,14.223449180197022,25326.0,Low Risk,Assistive Technology and Communication Support
NT,15 to 24,Autism,Support Coordination,553,49738.0,29.839671372628015,24,23.041666666666668,70.16032862737198,45033.0,Medium Risk,Capacity Building - Improved Daily Living
NSW,0 to 8,Physical Disability,Core Support,52,63650.0,85.37834602858278,11,4.7272727272727275,14.621653971417217,50954.0,Medium Risk,Assistive Technology / Transport Support
SA,35 to 44,Visual Impairment,Therapeutic Support,1426,65654.0,84.75411212027137,10,142.6,15.245887879728627,17908.0,High Risk,Provider Availability Review
NT,65+,Developmental Delay,Core Support,491,14045.0,59.22288110294694,104,4.721153846153846,40.77711889705306,32536.0,Medium Risk,Capacity Building - Improved Daily Living
NSW,65+,Intellectual Disability,Assistive Technology,936,33210.0,28.622482192271935,108,8.666666666666666,71.37751780772807,31270.0,Medium Risk,Capacity Building - Social and Community Participation
NSW,15 to 24,Physical Disability,Assistive Technology,1473,72405.0,43.432209757953984,90,16.366666666666667,56.567790242046016,28021.0,Medium Risk,Assistive Technology / Transport Support
ACT,15 to 24,Neurological Disability,Therapeutic Support,460,62824.0,47.88288463138925,61,7.540983606557377,52.11711536861075,21801.0,Medium Risk,Therapy and Daily Living Support Review
WA,9 to 14,Developmental Delay,Support Coordination,113,27474.0,86.04730114025017,22,5.136363636363637,13.95269885974983,38116.0,Low Risk,Capacity Building - Improved Daily Living
WA,0 to 8,Intellectual Disability,Core Support,1549,43879.0,41.627497043658124,110,14.081818181818182,58.372502956341876,13283.0,Medium Risk,Capacity Building - Social and Community Participation
QLD,45 to 54,Intellectual Disability,Core Support,508,31676.0,94.10304324291857,99,5.1313131313131315,5.896956757081426,7468.0,Low Risk,Capacity Building - Social and Community Participation
WA,0 to 8,Physical Disability,Assistive Technology,1366,73635.0,77.92526976997665,78,17.512820512820515,22.07473023002335,24756.0,Medium Risk,Assistive Technology / Transport Support
WA,0 to 8,Physical Disability,Assistive Technology,355,40934.0,43.0332195986947,128,2.7734375,56.9667804013053,15422.0,Medium Risk,Assistive Technology / Transport Support
SA,65+,Physical Disability,Support Coordination,998,62497.0,80.45895860192817,78,12.794871794871796,19.541041398071826,46419.0,Low Risk,Assistive Technology / Transport Support
ACT,15 to 24,Acquired Brain Injury,Community Participation,365,66473.0,63.911418341303275,34,10.735294117647058,36.088581658696725,21357.0,Medium Risk,Therapy and Daily Living Support Review
VIC,35 to 44,Other / Unknown,Therapeutic Support,886,48456.0,93.2213289275774,89,9.955056179775282,6.778671072422597,27930.0,Low Risk,General Core Support Monitoring
VIC,0 to 8,Neurological Disability,Community Participation,590,83300.0,41.56913961686223,16,36.875,58.43086038313777,34019.0,High Risk,Therapy and Daily Living Support Review
ACT,0 to 8,Intellectual Disability,Community Participation,1232,66832.0,38.8586522491835,18,68.44444444444444,61.1413477508165,47092.0,High Risk,Support Coordination / Plan Management Review
ACT,45 to 54,Psychosocial Disability,Support Coordination,1489,16057.0,29.803459997620124,95,15.673684210526316,70.19654000237988,43051.0,Medium Risk,Psychosocial Recovery and Community Participation
SA,15 to 24,Other / Unknown,Support Coordination,141,76186.0,75.28453942212084,108,1.3055555555555556,24.715460577879156,37239.0,Medium Risk,High-Intensity Support Review
SA,25 to 34,Hearing Impairment,Support Coordination,345,25909.0,66.12652463702119,124,2.782258064516129,33.87347536297881,41538.0,Medium Risk,Assistive Technology and Communication Support
TAS,35 to 44,Physical Disability,Therapeutic Support,639,12467.0,36.22725268474153,129,4.953488372093023,63.77274731525847,16132.0,Medium Risk,Assistive Technology / Transport Support
ACT,35 to 44,Visual Impairment,Assistive Technology,1349,47189.0,28.435183340699112,75,17.986666666666668,71.56481665930089,27235.0,Medium Risk,Assistive Technology and Communication Support
QLD,55 to 64,Visual Impairment,Assistive Technology,585,25814.0,75.41512203018647,86,6.8023255813953485,24.584877969813533,40285.0,Low Risk,Assistive Technology and Communication Support
NSW,15 to 24,Neurological Disability,Assistive Technology,1517,68771.0,67.43375002214677,71,21.366197183098592,32.56624997785323,10565.0,Medium Risk,Therapy and Daily Living Support Review
SA,35 to 44,Intellectual Disability,Capacity Building,1563,36163.0,72.53360894015952,113,13.831858407079647,27.466391059840475,9972.0,Low Risk,Capacity Building - Social and Community Participation
NT,35 to 44,Psychosocial Disability,Therapeutic Support,73,39739.0,82.9208596756123,96,0.7604166666666666,17.079140324387694,37640.0,Low Risk,Psychosocial Recovery and Community Participation
QLD,35 to 44,Psychosocial Disability,Therapeutic Support,1177,14615.0,85.48758476707418,59,19.949152542372882,14.512415232925818,44782.0,Low Risk,Psychosocial Recovery and Community Participation
VIC,15 to 24,Other / Unknown,Community Participation,562,39433.0,35.01051809284696,9,62.44444444444444,64.98948190715305,15616.0,High Risk,Support Coordination / Plan Management Review
VIC,15 to 24,Autism,Support Coordination,641,80963.0,41.438811428146174,67,9.567164179104477,58.561188571853826,10816.0,Medium Risk,Capacity Building - Improved Daily Living
WA,0 to 8,Other / Unknown,Assistive Technology,1375,70502.0,79.07540642156894,51,26.96078431372549,20.924593578431057,49148.0,Medium Risk,High-Intensity Support Review
NT,65+,Other / Unknown,Community Participation,1446,26052.0,53.149665243248776,124,11.661290322580646,46.850334756751224,7801.0,Medium Risk,Plan Utilisation Support
TAS,55 to 64,Hearing Impairment,Therapeutic Support,1055,58897.0,63.65771842408068,69,15.289855072463768,36.34228157591932,16645.0,Medium Risk,Assistive Technology and Communication Support
SA,55 to 64,Visual Impairment,Capacity Building,356,68400.0,72.81104695142984,7,50.857142857142854,27.188953048570156,57277.0,High Risk,Assistive Technology and Communication Support
NSW,35 to 44,Visual Impairment,Assistive Technology,1359,60104.0,90.82459887767264,9,151.0,9.175401122327358,56538.0,High Risk,Provider Availability Review
QLD,0 to 8,Visual Impairment,Capacity Building,1414,75664.0,54.383575696913105,61,23.18032786885246,45.616424303086895,11569.0,Medium Risk,Assistive Technology and Communication Support
NT,35 to 44,Other / Unknown,Capacity Building,541,13530.0,35.2082610514976,109,4.963302752293578,64.7917389485024,17468.0,Medium Risk,Capacity Building Support Review
ACT,45 to 54,Psychosocial Disability,Community Participation,594,70993.0,64.43213691885737,23,25.82608695652174,35.56786308114263,25245.0,Medium Risk,Psychosocial Recovery and Community Participation
NT,55 to 64,Psychosocial Disability,Assistive Technology,723,15616.0,88.94035618691447,22,32.86363636363637,11.059643813085529,54636.0,Low Risk,Psychosocial Recovery and Community Participation
WA,0 to 8,Autism,Community Participation,884,49522.0,69.74488619555511,81,10.91358024691358,30.25511380444489,42977.0,Medium Risk,Capacity Building - Improved Daily Living
QLD,0 to 8,Neurological Disability,Assistive Technology,1459,22460.0,79.70260875816952,77,18.948051948051948,20.297391241830482,25750.0,Low Risk,Therapy and Daily Living Support Review
ACT,9 to 14,Intellectual Disability,Assistive Technology,540,49929.0,55.589250181801624,67,8.059701492537313,44.410749818198376,23684.0,Medium Risk,Capacity Building - Social and Community Participation
WA,15 to 24,Other / Unknown,Capacity Building,1425,44433.0,92.8952318134866,50,28.5,7.104768186513397,14511.0,Low Risk,Capacity Building Support Review
ACT,65+,Physical Disability,Capacity Building,902,19962.0,59.949617988190354,72,12.527777777777779,40.050382011809646,40405.0,Medium Risk,Assistive Technology / Transport Support
QLD,25 to 34,Neurological Disability,Core Support,900,29396.0,26.752814210362853,90,10.0,73.24718578963714,19431.0,Medium Risk,Therapy and Daily Living Support Review
VIC,35 to 44,Hearing Impairment,Assistive Technology,1314,20424.0,72.48174258811957,81,16.22222222222222,27.518257411880427,46070.0,Low Risk,Assistive Technology and Communication Support
SA,45 to 54,Autism,Community Participation,550,65001.0,27.88771227545938,53,10.377358490566039,72.11228772454062,10497.0,Medium Risk,Capacity Building - Improved Daily Living
SA,55 to 64,Physical Disability,Assistive Technology,634,58744.0,64.0308447778468,5,126.8,35.969155222153205,46305.0,High Risk,Provider Availability Review
NT,0 to 8,Intellectual Disability,Community Participation,295,70476.0,73.77074616921874,81,3.6419753086419755,26.22925383078126,52243.0,Medium Risk,Capacity Building - Social and Community Participation
TAS,9 to 14,Physical Disability,Core Support,640,37914.0,83.53398256704426,6,106.66666666666667,16.466017432955738,9220.0,Medium Risk,Provider Availability Review
VIC,25 to 34,Autism,Therapeutic Support,983,26936.0,48.40514587021746,59,16.661016949152543,51.59485412978254,14129.0,Medium Risk,Capacity Building - Improved Daily Living
ACT,0 to 8,Neurological Disability,Capacity Building,1374,68955.0,87.51912142490227,100,13.74,12.480878575097734,40891.0,Low Risk,Therapy and Daily Living Support Review
NT,65+,Acquired Brain Injury,Community Participation,1186,39026.0,31.211414510552242,118,10.05084745762712,68.78858548944775,27377.0,Medium Risk,Therapy and Daily Living Support Review
TAS,55 to 64,Developmental Delay,Core Support,726,50133.0,71.71778216691581,55,13.2,28.28221783308419,30121.0,Low Risk,Capacity Building - Improved Daily Living
ACT,45 to 54,Autism,Therapeutic Support,207,70675.0,67.99391624805195,21,9.857142857142858,32.006083751948054,17790.0,Medium Risk,Capacity Building - Improved Daily Living
QLD,55 to 64,Autism,Capacity Building,519,50544.0,82.34815698919905,115,4.51304347826087,17.651843010800945,32106.0,Low Risk,Capacity Building - Improved Daily Living
WA,55 to 64,Other / Unknown,Community Participation,259,39478.0,38.82374363042947,65,3.9846153846153847,61.17625636957053,52348.0,Medium Risk,Plan Utilisation Support
WA,65+,Other / Unknown,Assistive Technology,594,37623.0,92.17173834416464,114,5.2105263157894735,7.828261655835362,17558.0,Low Risk,General Core Support Monitoring
NSW,15 to 24,Hearing Impairment,Capacity Building,281,37219.0,64.22617271775111,56,5.017857142857143,35.77382728224889,23843.0,Medium Risk,Assistive Technology and Communication Support
WA,45 to 54,Hearing Impairment,Assistive Technology,1589,72831.0,59.75954280030312,13,122.23076923076923,40.24045719969688,53826.0,High Risk,Support Coordination / Plan Management Review
VIC,55 to 64,Physical Disability,Capacity Building,336,56906.0,57.508113842203436,57,5.894736842105263,42.491886157796564,16510.0,Medium Risk,Assistive Technology / Transport Support
QLD,55 to 64,Psychosocial Disability,Capacity Building,1155,84413.0,78.19895080473069,94,12.287234042553191,21.801049195269314,36617.0,Medium Risk,Psychosocial Recovery and Community Participation
NSW,45 to 54,Intellectual Disability,Community Participation,1334,79334.0,76.05873217195129,114,11.701754385964913,23.94126782804871,48931.0,Medium Risk,Capacity Building - Social and Community Participation
SA,45 to 54,Autism,Therapeutic Support,153,29088.0,54.4113998167247,129,1.186046511627907,45.5886001832753,49765.0,Medium Risk,Capacity Building - Improved Daily Living
